영화 제목,썸네일,유튜브 제목,어그로표현 있음,내용,자극,의문,THUMB,내용있는어그로,video_id,자극+의문,char
겟스마트,https://i.ytimg.com/vi/A-Xu6CV-eRY/hqdefault.jpg,자다가도 생각나는 진짜 끝까지 웃긴 영화     ,1,0,1,0,1,0,A-Xu6CV-eRY,1,6
겟스마트,https://i.ytimg.com/vi/1oi5zHN__LI/hqdefault.jpg,초능력 없이 초만에 상대방을 기절시키는 방법,1,1,0,1,1,1,1oi5zHN__LI,1,6
겟썸,https://i.ytimg.com/vi/EGg7gie16fA/hqdefault.jpg,전학온 고등학교에서 싸움을 할수밖에없었던 이유     하이틴영화              ,1,1,0,1,1,1,EGg7gie16fA,1,6
겟아웃,https://i.ytimg.com/vi/FAjSQhhDZaI/hqdefault.jpg,영화 겟 아웃  이게 미국판 곡성이라고?,1,0,0,1,1,0,FAjSQhhDZaI,1,6
겟아웃,https://i.ytimg.com/vi/W817PG_26xY/hqdefault.jpg,‘겟 아웃’ 로튼 토마토   #할리우드판 곡성,1,0,1,0,1,0,W817PG_26xY,1,7
겟아웃,https://i.ytimg.com/vi/yzuP0bOL6XY/hqdefault.jpg,미국에서 대박터진 영화,1,0,1,0,0,0,yzuP0bOL6XY,1,3
겨우서른,https://i.ytimg.com/vi/iclABdhsCaM/hqdefault.jpg,명품매장 직원이 손님 옷차림 보고 판단하면 안되는 이유,1,1,0,1,1,1,iclABdhsCaM,1,8
겨우서른,https://i.ytimg.com/vi/XVIMKWBZdkw/hqdefault.jpg,부자가 만명 ? 이 넘는 중국에서 연봉 억이 받는 취급,1,1,1,1,1,1,XVIMKWBZdkw,2,8
겨울왕국2,https://i.ytimg.com/vi/960AnwtoM_w/hqdefault.jpg,년동안 디즈니가 칼을 갈며 준비한 겨울왕국 클라스  ㅎ ㄷ   ,1,0,1,0,1,0,960AnwtoM_w,1,9
겨울왕국2,https://i.ytimg.com/vi/VY7qKeySCmY/hqdefault.jpg,엘사 미모 존예♥ 비주얼 미쳤음! 올라프 브루니 졸귀탱♥ 근데 스토리가 좀…  겨울왕국   ,1,0,1,1,1,0,VY7qKeySCmY,2,13
결백,https://i.ytimg.com/vi/jMKcXIL1p9U/hqdefault.jpg,이 세상 모든 사람들이 치매 걸린 우리 엄마를 살인자라고 몰아간다고  ?,1,1,0,1,1,1,jMKcXIL1p9U,1,10
결백,https://i.ytimg.com/vi/UdHDvAyAsAo/hqdefault.jpg,영화 결백을 선택한 이유가 아버지 때문이라고?  배우 신혜선 ,1,1,0,1,1,1,UdHDvAyAsAo,1,8
결백,https://i.ytimg.com/vi/NGqw6LMe9yg/hqdefault.jpg,연봉 억 변호사가 살인 용의자가 된 엄마를 구해야 한다면?,1,1,1,1,1,1,NGqw6LMe9yg,2,9
결혼전야,https://i.ytimg.com/vi/HLEoW0u4HkQ/hqdefault.jpg,결혼전 다른남자에게 반해 몸과 마음을 준 여자  주지훈 이연희     ,0,1,0,0,1,0,HLEoW0u4HkQ,0,11
결혼전야,https://i.ytimg.com/vi/LFQEpnzQXLo/hqdefault.jpg,      항상 중요한 순간에 죽어버리는 마동석  ,0,1,0,0,1,0,LFQEpnzQXLo,0,6
결혼전야,https://i.ytimg.com/vi/V_VsrELNSjQ/hqdefault.jpg,    그 것 ? 을 세워야만 하는 남자 마동석,1,1,0,1,1,1,V_VsrELNSjQ,1,7
경이로운소문,https://i.ytimg.com/vi/eJ5U0tuDxKk/hqdefault.jpg,하필이면  힘숨찐도 아닌 초숨찐을 건드린 일진들의 최후ㅠ,1,1,1,1,1,1,eJ5U0tuDxKk,2,6
경이로운소문,https://i.ytimg.com/vi/cHhATbernME/hqdefault.jpg,에휴  하필  얘를 또 건드리냐  ,1,0,1,0,1,0,cHhATbernME,1,3
경찰서를털어라,https://i.ytimg.com/vi/BPOyj2ru4kc/hqdefault.jpg,진짜 너무웃겨서 기절할 수도 있는 레전드 병맛영화  ㅋ,1,0,1,0,1,0,BPOyj2ru4kc,1,8
경찰서를털어라,https://i.ytimg.com/vi/ylY8a2ikpWQ/hqdefault.jpg,경찰서를 털어라  세상에서 제일 간 큰 도둑,1,1,1,0,0,1,ylY8a2ikpWQ,1,7
고사:피의중간고사,https://i.ytimg.com/vi/Uq7m3_QdYQM/hqdefault.jpg,    한 문제라도 틀리면 죽는 공포의 중간고사,0,1,0,0,1,0,Uq7m3_QdYQM,0,7
고질라:킹오브몬스터,https://i.ytimg.com/vi/dASgMvZE3QY/hqdefault.jpg,지구를 지배하러 돌아온 고대 신들의 전쟁,0,1,0,0,1,0,dASgMvZE3QY,0,6
고질라:킹오브몬스터2019,https://i.ytimg.com/vi/soXSVZrFaCQ/hqdefault.jpg,전설 속 괴물들의 왕권 다툼      ,0,1,0,0,1,0,soXSVZrFaCQ,0,6
곡성,https://i.ytimg.com/vi/jaasZNllg6s/hqdefault.jpg,당신이 곡성을 의심하는 이유,1,0,0,1,1,0,jaasZNllg6s,1,4
공범,https://i.ytimg.com/vi/mbL6yjNGQtA/hqdefault.jpg,   년 전 세상을 떠들썩하게 한 유괴범의 목소리가 아빠 목소리랑 똑같다        손예진 주연 ,0,1,0,0,1,0,mbL6yjNGQtA,0,12
공작,https://i.ytimg.com/vi/H9QZXW1PMFk/hqdefault.jpg,북한 독재자 찬양하는 좌편향 영화? 공작  ,1,0,1,1,1,0,H9QZXW1PMFk,2,7
과속스캔들,https://i.ytimg.com/vi/ImBR5Ry_rFg/hqdefault.jpg,중학교 때 생긴 딸이 어른이 되면 벌어지는 일,1,1,0,1,1,1,ImBR5Ry_rFg,1,8
관상,https://i.ytimg.com/vi/P2x4tKHsauw/hqdefault.jpg,넷플릭스로 개봉했으면 만도 가능했던 전설의 한국영화,1,0,1,0,0,0,P2x4tKHsauw,1,6
광복절특사,https://i.ytimg.com/vi/jnrIHSk8VQQ/hqdefault.jpg,    숟가락만으로 년을 땅을 파서 탈옥을 성공한 남자,0,1,0,0,1,0,jnrIHSk8VQQ,0,8
괴물,https://i.ytimg.com/vi/2q_Da6a666k/hqdefault.jpg,미친 연기로 단번에 실검 위를 한 작품,1,0,1,0,1,0,2q_Da6a666k,1,7
교실안의야크,https://i.ytimg.com/vi/Lm7EiDq7k0U/hqdefault.jpg,지금 극장가에 난리난 힐링 영화,1,0,1,0,0,0,Lm7EiDq7k0U,1,5
구니스,https://i.ytimg.com/vi/DRKhuMXvxnQ/hqdefault.jpg,역대 최고의 모험 영화라고 극찬 받은 구니스 모르면 꼭 보세요,1,0,1,0,0,0,DRKhuMXvxnQ,1,10
구루,https://i.ytimg.com/vi/UVYqy5MDhG4/hqdefault.jpg,부  실화영화  동양인이라고 개무시당한 소년이 아시아 최고 부자가 된 비결    ,1,0,1,1,1,0,UVYqy5MDhG4,2,11
구스범스,https://i.ytimg.com/vi/fvA-c_0hQBA/hqdefault.jpg,펼치기만 하면 괴물들이 현실 세계로 쏟아지는 소설책,0,1,0,0,0,0,fvA-c_0hQBA,0,7
구스범스,https://i.ytimg.com/vi/8JI8hBAyJLQ/hqdefault.jpg,      소설속 괴물들이 현실에 나타난다면  ?,1,1,0,1,1,1,8JI8hBAyJLQ,1,6
구스범스,https://i.ytimg.com/vi/G0sKNO_zD08/hqdefault.jpg,마법으로 소환된 초 거대 고릴라의 정체,1,1,1,1,0,1,G0sKNO_zD08,2,6
구스범스,https://i.ytimg.com/vi/Gn-1onXTL_w/hqdefault.jpg,열면 안 되는 걸 꼭 열어서 벌어지는 일     ,1,1,0,1,1,1,Gn-1onXTL_w,1,8
국가대표,https://i.ytimg.com/vi/A54MH5v4MhQ/hqdefault.jpg,아직도 현역으로 뛰고있는 국가대표 실화이야기      하정우 주연    ,0,1,0,0,1,0,A54MH5v4MhQ,0,8
국가부도의날,https://i.ytimg.com/vi/Sh0rxku91M0/hqdefault.jpg,한국이 망할 수 밖에 없는 이유를 보여주는 영화,0,0,0,0,1,0,Sh0rxku91M0,0,8
국가부도의날,https://i.ytimg.com/vi/T7MBznjYwkc/hqdefault.jpg,사기꾼이 얼마나 무서운지 보여주는 영화,0,0,0,0,1,0,T7MBznjYwkc,0,5
국가부도의날,https://i.ytimg.com/vi/bmJYLZqxx_8/hqdefault.jpg,대한민국이 망한다에 전 재산을 올인한 남자,0,1,0,0,1,0,bmJYLZqxx_8,0,6
군도[민란의시대],https://i.ytimg.com/vi/4Nc1Ddh_dGA/hqdefault.jpg,    년전 미성년자였던 살 마동석,0,0,0,0,1,0,4Nc1Ddh_dGA,0,5
군산:거위를노래하다,https://i.ytimg.com/vi/x_7aNXUHh6Y/hqdefault.jpg,대낮에 오토바이를 죽인 여성에게 벌어진 불평등한 일  군산,1,1,0,1,1,1,x_7aNXUHh6Y,1,9
굿걸스,https://i.ytimg.com/vi/DVF21HaE13E/hqdefault.jpg,정말  넷플릭스 위 드라마라고  ?,1,0,1,1,0,0,DVF21HaE13E,2,3
굿걸스,https://i.ytimg.com/vi/m56tmCSgiBE/hqdefault.jpg,정말   이게 넷플릭스 위 드라마라고?,1,0,1,1,0,0,m56tmCSgiBE,2,5
굿걸즈,https://i.ytimg.com/vi/Nl860euVVts/hqdefault.jpg,조직의 돈을 훔쳐버린 간큰 아줌마들,1,1,1,0,1,1,Nl860euVVts,1,5
굿닥터,https://i.ytimg.com/vi/bz7ARlL7l2A/hqdefault.jpg,싸이코 의사가 사랑에 빠지면 벌어지는 일,1,1,0,1,1,1,bz7ARlL7l2A,1,6
굿럭척,https://i.ytimg.com/vi/QGiGLyItkak/hqdefault.jpg,많은 여자들이 그 남자와 해볼라고 하는 이유,1,1,0,1,1,1,QGiGLyItkak,1,7
굿모닝에브리원,https://i.ytimg.com/vi/7bZ3NCyEj4c/hqdefault.jpg,꿈을 좇는 미녀 신입  가 성공하는 방법     ,1,0,0,1,0,0,7bZ3NCyEj4c,1,7
굿바이싱글,https://i.ytimg.com/vi/4n0I011eNXA/hqdefault.jpg,    당대 최고의 섹시 톱스타의 사기 임신스캔들,1,1,1,0,1,1,4n0I011eNXA,1,7
굿월헌팅,https://i.ytimg.com/vi/M6yHb4hBB2Y/hqdefault.jpg,  명문대생들을 바보로 만든 고졸 청소부,0,1,0,0,1,0,M6yHb4hBB2Y,0,6
굿윌헌팅,https://i.ytimg.com/vi/A-0vmlDT9Bg/hqdefault.jpg,난  공대에서 청소부로 일하지만 수학만큼은     하이틴영화              ,0,1,0,0,1,0,A-0vmlDT9Bg,0,6
굿윌헌팅,https://i.ytimg.com/vi/TmEIc6lwNIg/hqdefault.jpg,  천재 청소부가 명문대생 참교육 하는 참신한 방법,1,1,1,1,1,1,TmEIc6lwNIg,2,8
굿플레이스,https://i.ytimg.com/vi/IVaqf6WI16I/hqdefault.jpg,착한 사람만 사는 천국에 사기꾼 한명이 떨어지면 벌어지는 일  ㅋ,1,1,0,1,0,1,IVaqf6WI16I,1,10
굿플레이스,https://i.ytimg.com/vi/sq8X0gjAEtg/hqdefault.jpg,운빨로 천국을 간 여자,1,1,1,0,1,1,sq8X0gjAEtg,1,4
굿플레이스,https://i.ytimg.com/vi/m7aD5pFIvLs/hqdefault.jpg,다단계판매원이 운빨로 천국가서 벌어진 일,1,1,1,1,1,1,m7aD5pFIvLs,2,5
귀신이산다,https://i.ytimg.com/vi/By85WdEfYBQ/hqdefault.jpg,    내 눈에만 보이는 귀신과의 병맛 동거 생활을 보여준 영화,1,1,1,0,1,1,By85WdEfYBQ,1,10
귀여운여인,https://i.ytimg.com/vi/Bsa8KJ5RK0I/hqdefault.jpg,서민출신이라고 무시했던 명품매장 직원 참교육하는 미국 위 부자,1,1,1,0,1,1,Bsa8KJ5RK0I,1,8
그것,https://i.ytimg.com/vi/SL3vZw4li_8/hqdefault.jpg,한 년 안닦은 누렁니로 아이들을 농락하는 삐에로,1,0,1,0,0,0,SL3vZw4li_8,1,7
그것2,https://i.ytimg.com/vi/7XCea5XpmZo/hqdefault.jpg,진짜    웬만한 강심장 아니면 이 영상 끝까지 못봄    ,1,0,1,0,0,0,7XCea5XpmZo,1,8
그것:두번째이야기,https://i.ytimg.com/vi/PYsJyt4ndtw/hqdefault.jpg,소년 소녀만 잡아먹고 살아온 광대 공포증의 대표자,1,1,1,0,0,1,PYsJyt4ndtw,1,7
그것IT,https://i.ytimg.com/vi/Z9o2R231toM/hqdefault.jpg,보면 광대 공포증에 걸린다는 영화,1,0,1,0,0,0,Z9o2R231toM,1,5
그녀는요술쟁이,https://i.ytimg.com/vi/FCcwMZ3I4WU/hqdefault.jpg,      시간을 되돌리는 능력이 있다면?,1,1,0,1,1,1,FCcwMZ3I4WU,1,6
그녀안드로이드,https://i.ytimg.com/vi/u5KuT9hBL20/hqdefault.jpg,인간보다 배 진화한 로봇이 개발되면 벌어지는 일   ㄷ,1,1,1,1,1,1,u5KuT9hBL20,2,8
그녀안드로이드,https://i.ytimg.com/vi/bR6mMJtHDmY/hqdefault.jpg,미래부자들이 가지고노는 억짜리 개인용 로봇이 자유의지가 생기면 벌어지는 일,1,1,1,1,1,1,bR6mMJtHDmY,2,9
그놈목소리,https://i.ytimg.com/vi/BAU_70rKXpU/hqdefault.jpg,    대한민국 사람이라면 꼭 봐야 되는 실화로 바탕으로 만든 영화  두번째 ,0,0,0,0,1,0,BAU_70rKXpU,0,11
그랜토리노,https://i.ytimg.com/vi/bNodXLEDbYg/hqdefault.jpg,건장한 흑인 명도 두렵지 않은 백발의 할아버지,0,0,0,0,0,0,bNodXLEDbYg,0,7
그레이트월,https://i.ytimg.com/vi/uyS4kY9lVI0/hqdefault.jpg,   이벤트 그레이트 월  억원의 블록버스터,1,0,1,0,1,0,uyS4kY9lVI0,1,4
그레텔과헨젤,https://i.ytimg.com/vi/74tdWyW-lsY/hqdefault.jpg,아이들이 보면 안되는 잔혹동화 영화로 만들어지면    ,1,0,0,1,0,0,74tdWyW-lsY,1,6
그루지,https://i.ytimg.com/vi/uGUW6cCiR8c/hqdefault.jpg,  사망 확정  도심 한복판 귀신의 집      ,1,1,1,0,0,1,uGUW6cCiR8c,1,9
그루지,https://i.ytimg.com/vi/aQJp5AGdTjk/hqdefault.jpg,      절대 들어가면 안되는 집   공포,1,1,0,1,1,1,aQJp5AGdTjk,1,7
그린북,https://i.ytimg.com/vi/Lu_Awo_-oFs/hqdefault.jpg,흑인이라 무시했는데 알고 보니 상위프로 재벌에 미국 최강 인맥을 가졌다면?      ,1,1,1,1,0,1,Lu_Awo_-oFs,2,12
그린파파야향기,https://i.ytimg.com/vi/54J-Pvmv8dA/hqdefault.jpg,베트남 하녀들의 삶     강추 베트남 영화 ,0,1,0,0,1,0,54J-Pvmv8dA,0,6
그림자살인,https://i.ytimg.com/vi/q4eA2VdfRgU/hqdefault.jpg,      살인범을 찾아달라고?   황정민   류덕환   윤제문   엄지원        ,1,1,0,1,1,1,q4eA2VdfRgU,1,15
"그시절,우리가좋아했던소녀YouAretheAppleofMyEye2011",https://i.ytimg.com/vi/Zh3MTpXdrKQ/hqdefault.jpg,알듯말듯한 순간 그런 첫사랑이 가장 아름답지 않을까요? 그 시절 우리가 좋아했던 소녀   ,1,1,0,1,1,1,Zh3MTpXdrKQ,1,12
그시절우리가좋아했던소녀,https://i.ytimg.com/vi/SO7IgI0CoI4/hqdefault.jpg,수업시간에 선생님보고 혼자하다가 걸린 남학생의 최후  ㅋ,1,1,1,1,1,1,SO7IgI0CoI4,2,7
그해여름,https://i.ytimg.com/vi/fYHwlq0BYeM/hqdefault.jpg,개봉 당시 폭망했다가 뒤늦게 띵작 반열에 오른 영화,1,0,1,0,0,0,fYHwlq0BYeM,1,8
"그해여름’OnceInASummer,2006",https://i.ytimg.com/vi/WaeE2W5xu5s/hqdefault.jpg,사랑하는 사람이있다면 반드시 봐야되는 이병헌 수애 주연의 첫사랑 영화 사랑한다는 한마디 못하고 헤어진 아련한 영화 그해 여름     ,1,1,1,0,1,1,WaeE2W5xu5s,1,15
극비수사,https://i.ytimg.com/vi/guvD-S6Pm-A/hqdefault.jpg,점쟁이가 점으로 유괴범을 잡겠다고? 이게 실화야?    실화 영화 ,1,1,0,1,1,1,guvD-S6Pm-A,1,7
극비수사,https://i.ytimg.com/vi/dDeJ-NpXGV4/hqdefault.jpg,      번이나 납치를 당했다고?   김윤석   유해진          ,1,1,0,1,1,1,dDeJ-NpXGV4,1,13
극한직업,https://i.ytimg.com/vi/r2e_Qp1emsE/hqdefault.jpg,약쟁이 조폭잡으려다 치킨집 대박난 형사들,1,1,1,0,1,1,r2e_Qp1emsE,1,5
극한직업,https://i.ytimg.com/vi/aI5wejCDXtg/hqdefault.jpg,위장수사로 치킨집 열었다가 맛집으로 소문나면 벌어지는 일  ,1,1,1,1,1,1,aI5wejCDXtg,2,7
극한직업,https://i.ytimg.com/vi/ijOuSx2nd58/hqdefault.jpg,극한직업  제 취향은 아니었습니다,0,0,0,0,1,0,ijOuSx2nd58,0,4
글래디에이터,https://i.ytimg.com/vi/G0nJpIsLncE/hqdefault.jpg,남자들은 보면 피가 끓는다는 전설의 인생영화 위,1,0,1,0,0,0,G0nJpIsLncE,1,7
글래디에이터,https://i.ytimg.com/vi/psy1ST1QXh0/hqdefault.jpg,무패 장군 출신 노예가 투기장을 쓸어버리는 영화,1,1,1,0,0,1,psy1ST1QXh0,1,7
글래스,https://i.ytimg.com/vi/jBHSAS1Cs48/hqdefault.jpg,초능력자들을 정신병원에 감금하면 벌어지는 일,1,1,0,1,1,1,jBHSAS1Cs48,1,5
글로우,https://i.ytimg.com/vi/fn8nejS51iE/hqdefault.jpg,여인천하 글로우,0,0,0,0,1,0,fn8nejS51iE,0,2
글로우:레슬링여인천하,https://i.ytimg.com/vi/qrDAE131czw/hqdefault.jpg,무명 여배우가 프로 레슬링을 배우면 벌어지는 일,1,1,0,1,1,1,qrDAE131czw,1,7
글로우레슬링여인천하,https://i.ytimg.com/vi/vY-i_qhOJG8/hqdefault.jpg,여자 프로레슬링 선수의 충격적인 현실,1,1,1,1,0,1,vY-i_qhOJG8,2,5
금발이너무해,https://i.ytimg.com/vi/YNJhuCht08A/hqdefault.jpg,하버드 법대 들어가는법 ? 뭐   어렵지않네!  하이틴영화         추천 ,1,1,0,1,1,1,YNJhuCht08A,1,6
기기괴괴성형수,https://i.ytimg.com/vi/Fk7m9Z6cUNM/hqdefault.jpg,단 분만에 원하는 얼굴과 몸매로 변신하는 기기괴괴한 미녀 ㄷ,1,1,1,0,1,1,Fk7m9Z6cUNM,1,9
기묘한가족,https://i.ytimg.com/vi/O214UlubH4I/hqdefault.jpg,좀비에게 물리고 싶어 환장한 사람들의 반전 사연,1,1,1,1,1,1,O214UlubH4I,2,7
기묘한가족,https://i.ytimg.com/vi/hRfMdbOPzhE/hqdefault.jpg,좀비에게 물리려고 돈 내고 줄까지 서는 이유,1,1,0,1,1,1,hRfMdbOPzhE,1,7
기묘한가족,https://i.ytimg.com/vi/qXGPZglW0a0/hqdefault.jpg,좀비를 순식간에 인간으로 바꾸는 상상도 못할 방법,1,1,1,1,1,1,qXGPZglW0a0,2,7
기묘한이야기,https://i.ytimg.com/vi/ZuY-9DqlBDU/hqdefault.jpg,미국정부의 생체실험으로 탄생한 초능력 소녀,0,1,0,0,0,0,ZuY-9DqlBDU,0,5
기묘한이야기,https://i.ytimg.com/vi/hVsxhZqm8QQ/hqdefault.jpg,신급 염력으로 괴수를 상대하는 살 아이,1,1,1,0,0,1,hVsxhZqm8QQ,1,6
기묘한이야기,https://i.ytimg.com/vi/ckr8WqoT4uU/hqdefault.jpg,인격이 없는 악마들이 나오는 지옥의 문,0,0,0,0,0,0,ckr8WqoT4uU,0,6
기묘한이야기-미인세,https://i.ytimg.com/vi/stD2OIB7byo/hqdefault.jpg,못생기면 세금이 면제되는 미친세상  ㅋ,1,1,1,0,1,1,stD2OIB7byo,1,5
기묘한이야기시즌1,https://i.ytimg.com/vi/xMox0ozJkaU/hqdefault.jpg,차원 세계에서 나와 아이들을 먹어버리는 역대급 괴물,1,1,1,0,0,1,xMox0ozJkaU,1,7
기묘한이야기시즌2,https://i.ytimg.com/vi/ht5LSQtTeng/hqdefault.jpg,식인 괴물이 나타나 난리난 초등학교,0,1,0,0,0,0,ht5LSQtTeng,0,5
기묘한이야기시즌2,https://i.ytimg.com/vi/VALbKF5mtkg/hqdefault.jpg,개구리인줄 알고 키웠는데 알고보니 괴물,0,1,0,0,0,0,VALbKF5mtkg,0,5
기묘한이야기시즌3,https://i.ytimg.com/vi/7izcFJFCOVk/hqdefault.jpg,  지하 벙커에 방독면 쓴 과학자들이 모인 이유,1,1,0,1,1,1,7izcFJFCOVk,1,8
기생충,https://i.ytimg.com/vi/Dhb7yPI1-eg/hqdefault.jpg,캡틴 아메리카가 존경하는 한국인 감독의 신작,0,0,0,0,0,0,Dhb7yPI1-eg,0,6
기생충,https://i.ytimg.com/vi/mOhpURp1Yy4/hqdefault.jpg,봉준호 감독 신작 기생충은 이런 영화입니다,0,0,0,0,1,0,mOhpURp1Yy4,0,6
기생충,https://i.ytimg.com/vi/skEexWB7liM/hqdefault.jpg,    모든 일에는 전부 계획이 존재했다는 걸 보여줬던 영화,0,1,0,0,1,0,skEexWB7liM,0,9
기억의밤,https://i.ytimg.com/vi/-N49BnnkBOk/hqdefault.jpg,누군가에게 납치를 당하고  충격으로 그날의 기억만 잃고 돌아온 형이 도 변했다  집에서 벌어지는 충격 반전 스릴러  영화 기억의 밤   ,1,1,1,0,1,1,-N49BnnkBOk,1,20
기억의밤,https://i.ytimg.com/vi/9EuduufpY_w/hqdefault.jpg,    반전에 반전을 넘나들고 충격결말에 소름 안 돋을 수가 없는 영화  마지막 쇼크 주의 ,1,0,1,0,1,0,9EuduufpY_w,1,14
길버트그레이프,https://i.ytimg.com/vi/B7M_lpBe3O4/hqdefault.jpg,아픈 동생을 지켜야 하는 남자     ,0,1,0,0,1,0,B7M_lpBe3O4,0,5
김복남살인사건의전말,https://i.ytimg.com/vi/afyxphifxjM/hqdefault.jpg,평범한 여자가 외딴 섬에 놀러가면 벌어지는 일  ,1,0,0,1,1,0,afyxphifxjM,1,7
김씨네편의점,https://i.ytimg.com/vi/cXKD-fuQQBE/hqdefault.jpg,한국소재로 북미 넷플릭스  위 찍은 레전드 드라마  ㅋ,1,0,1,0,0,0,cXKD-fuQQBE,1,9
김씨표류기,https://i.ytimg.com/vi/I5kvCBo739w/hqdefault.jpg,서울 한복판에서 가장 완벽한 자가격리를 하는 방법,1,1,0,1,1,1,I5kvCBo739w,1,7
김씨표류기,https://i.ytimg.com/vi/8wEz1pgKj78/hqdefault.jpg,무인도에 짜장면을 시키면 벌어지는 일      ,1,1,0,1,1,1,8wEz1pgKj78,1,6
꼬마천재테이트,https://i.ytimg.com/vi/o_t6ypiHTxw/hqdefault.jpg,   천재  살이 명문대에 가면 벌어지는 일  ㅋ,1,1,1,1,1,1,o_t6ypiHTxw,2,10
꼬마천재테이트,https://i.ytimg.com/vi/ZHnCFSRrVRs/hqdefault.jpg,일곱살에 명문대에 입학한  의 천재 소년      ,1,1,1,0,1,1,ZHnCFSRrVRs,1,8
꼰대인턴,https://i.ytimg.com/vi/Ax1K15QwWEE/hqdefault.jpg,날 미치도록 괴롭혀 사표 쓰게 한 꼰대 상사가  년 뒤 내 부하직원으로 들어온다면  ?  ㅋ,1,1,1,1,1,1,Ax1K15QwWEE,2,15
나는악마를사랑했다,https://i.ytimg.com/vi/bwdo8YmrHxc/hqdefault.jpg,신급 말빨을 가진 싸이코패스 법대생이 재판을 받으면 벌어지는 일,1,1,1,1,1,1,bwdo8YmrHxc,2,9
나는악마를사랑했다,https://i.ytimg.com/vi/lcul2qO-L44/hqdefault.jpg,  싸이코패스 법대생이 벌인 범죄 실화 ㅎ ㄷ;   ,1,1,1,1,1,1,lcul2qO-L44,2,8
나는악마를사랑했다,https://i.ytimg.com/vi/Jac4oIbJmXw/hqdefault.jpg,자신 스스로를 변호한 역대급 법대생 연쇄살인범,1,1,1,0,1,1,Jac4oIbJmXw,1,6
나는전설이다,https://i.ytimg.com/vi/M01x6RZRBHw/hqdefault.jpg,여자좀비에게 매일 실험하는 미친남자,1,0,1,0,1,0,M01x6RZRBHw,1,4
나는전설이다,https://i.ytimg.com/vi/IgGvDSgAiiQ/hqdefault.jpg,인류가 멸망한 세상에서 탄생한 최악의 변형 인간들,1,1,1,0,1,1,IgGvDSgAiiQ,1,7
나는전설이다,https://i.ytimg.com/vi/WWnqC20dPss/hqdefault.jpg,백신으로 인해 멸망해버린 인류   ,0,1,0,0,0,0,WWnqC20dPss,0,4
나는조지아의미친고양이,https://i.ytimg.com/vi/xZ-fAKpX0CE/hqdefault.jpg,여중생들의 부끄러우면서도 귀여운 사춘기        하이틴영화        ,0,1,0,0,1,0,xZ-fAKpX0CE,0,5
나랏말싸미,https://i.ytimg.com/vi/X8n9ispZ4Ig/hqdefault.jpg,송강호가 연기하는 세종대왕,0,0,0,0,0,0,X8n9ispZ4Ig,0,3
나랏말싸미2019,https://i.ytimg.com/vi/KyIbAIJULks/hqdefault.jpg,일본 승려들이 조선에 오자 세종대왕이 개국어를 하는 천재스님을 부른 이유,1,0,0,1,1,0,KyIbAIJULks,1,10
나르코스멕시코,https://i.ytimg.com/vi/6rDGCY6OYWQ/hqdefault.jpg,너무 재밌어서 미국 넷플릭스 위 찍어버린 실화드라마   ㄷ,1,0,1,0,1,0,6rDGCY6OYWQ,1,8
나르코스멕시코22:14,https://i.ytimg.com/vi/VALRyAeXfS0/hqdefault.jpg,정말   돈이면 못하는 게 없는 제국에서 벌어진 일,1,1,0,1,0,1,VALRyAeXfS0,1,8
나를미치게하는남자,https://i.ytimg.com/vi/UHIFDD1p7vk/hqdefault.jpg,      오타쿠가 최고의 미녀를 사귀면 생기는일,1,1,1,1,1,1,UHIFDD1p7vk,2,7
나를차버린스파이,https://i.ytimg.com/vi/DrSTM7xiT3g/hqdefault.jpg,아   가능하군아 인체의 신비,0,0,0,0,0,0,DrSTM7xiT3g,0,3
나를차버린스파이,https://i.ytimg.com/vi/Z4tbf8akxWM/hqdefault.jpg,어쩌다 보니 내가 스파이가 돼버렸다   ?  액션코미디영화              ,1,1,0,1,1,1,Z4tbf8akxWM,1,6
나를찾아줘,https://i.ytimg.com/vi/-xO5dVKdF4A/hqdefault.jpg,경찰에 신고하지 마세요  아시겠어요?,0,1,0,0,0,0,-xO5dVKdF4A,0,4
나를찾아줘,https://i.ytimg.com/vi/n7PJO8Bm9tM/hqdefault.jpg,사이코패스 아내를 두고 바람핀 남편에게 벌어진 일,1,1,0,1,1,1,n7PJO8Bm9tM,1,7
나를찾아줘,https://i.ytimg.com/vi/uTfQFoVFmx8/hqdefault.jpg,  천재 아내가 준비한 선물,1,1,1,1,1,1,uTfQFoVFmx8,2,5
나를찾아줘,https://i.ytimg.com/vi/4RJkFCdViTE/hqdefault.jpg,세가 되어서 신작으로 돌아온 이영애,0,0,0,0,1,0,4RJkFCdViTE,0,5
나를책임져알피,https://i.ytimg.com/vi/pMzSi2XKviQ/hqdefault.jpg,영국 출신 존잘러가 헌팅 하는 방법,1,1,1,1,1,1,pMzSi2XKviQ,2,6
나비효과,https://i.ytimg.com/vi/V_TiKK5TGRA/hqdefault.jpg, 충격결말  한번 보면 시간여행에 대한 환상이 절대적으로 사라진다는 레전드 영화        ,1,0,1,0,1,0,V_TiKK5TGRA,1,13
나비효과,https://i.ytimg.com/vi/Qxm21lC1a0M/hqdefault.jpg,과거와 미래를 조작해 세상의 존예녀들을 자신의 것으로 만드는 남자,1,1,1,0,1,1,Qxm21lC1a0M,1,9
나비효과,https://i.ytimg.com/vi/-uRhlUxH48o/hqdefault.jpg,나비효과에 관한 소름돋는 영화,1,1,1,0,0,1,-uRhlUxH48o,1,4
